pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,year,skip
24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,.500,.400,.333,3.7,0.9,0.7,0.2,0.2,.084,-4.3,-0.1,2017,
25,ORL,Anžejs Pasečņiks,,2,28,443,156,108,19,.521,.000,.586,15.8,5.6,3.9,0.7,0.4,.038,-6.2,-0.5,2017,
26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,.438,.118,.614,8.7,2.3,2.9,0.7,-0.2,-.015,-6.2,-0.7,2017,
27,BRK,Kyle Kuzma,Utah,7,476,14919,8246,3043,1294,.451,.337,.733,31.3,17.3,6.4,2.7,15.3,.049,-1.1,3.4,2017,
28,LAL,Tony Bradley,UNC,6,179,1994,792,729,90,.631,.500,.681,11.1,4.4,4.1,0.5,7.5,.181,0.2,1.1,2017,
29,SAS,Derrick White,Colorado,7,418,11507,5151,1467,1704,.450,.363,.854,27.5,12.3,3.5,4.1,31.2,.130,1.9,11.4,2017,
30,UTA,Josh Hart,Villanova,7,453,13232,4422,2969,1235,.459,.344,.748,29.2,9.8,6.6,2.7,27.4,.099,0.0,6.6,2017,
31,CHO,Frank Jackson,Duke,5,214,3873,1816,392,222,.421,.332,.786,18.1,8.5,1.8,1.0,2.5,.031,-3.9,-1.9,2017,
32,PHO,Davon Reed,Miami (FL),4,122,1299,373,212,92,.408,.385,.667,10.6,3.1,1.7,0.8,1.5,.054,-2.9,-0.3,2017,
33,ORL,Wes Iwundu,Kansas State,5,226,3827,989,555,208,.408,.292,.798,16.9,4.4,2.5,0.9,4.2,.053,-3.9,-1.8,2017,
34,SAC,Frank Mason III,Kansas,4,103,1616,695,204,272,.396,.301,.755,15.7,6.7,2.0,2.6,1.2,.035,-2.7,-0.3,2017,
35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,.555,.200,.743,14.6,5.7,4.3,1.0,3.2,.125,-1.7,0.1,2017,
36,PHI,Jonah Bolden,,2,51,686,217,174,40,.486,.340,.484,13.5,4.3,3.4,0.8,1.4,.098,-1.3,0.1,2017,
37,BOS,Semi Ojeleye,SMU,5,284,4111,975,613,126,.384,.344,.717,14.5,3.4,2.2,0.4,5.2,.061,-3.4,-1.5,2017,
38,CHI,Jordan Bell,Oregon,5,161,1937,593,497,201,.552,.200,.636,12.0,3.7,3.1,1.2,4.9,.121,0.2,1.1,2017,
39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,.345,.263,.776,15.1,4.2,1.7,2.0,-0.4,-.022,-5.4,-0.7,2017,
40,NOP,Dwayne Bacon,Florida State,4,207,4012,1503,537,230,.402,.314,.780,19.4,7.3,2.6,1.1,0.8,.010,-5.1,-3.1,2017,
41,ATL,Tyler Dorsey,Oregon,3,107,1680,710,245,135,.392,.351,.669,15.7,6.6,2.3,1.3,1.1,.031,-3.0,-0.5,2017,
42,UTA,Thomas Bryant,Indiana,7,267,4947,2529,1451,273,.596,.355,.768,18.5,9.5,5.4,1.0,17.4,.168,1.1,3.9,2017,
43,HOU,Isaiah Hartenstein,,6,322,5784,1947,1812,538,.596,.310,.689,18.0,6.0,5.6,1.7,21.2,.176,1.8,5.5,2017,
44,NYK,Damyean Dotson,Oregon,5,213,4242,1594,532,315,.417,.345,.711,19.9,7.5,2.5,1.5,3.0,.034,-2.8,-0.9,2017,
45,HOU,Dillon Brooks,Oregon,7,417,12115,5917,1319,854,.418,.345,.802,29.1,14.2,3.2,2.0,9.6,.038,-3.8,-5.5,2017,
46,PHI,Sterling Brown,SMU,6,268,4458,1431,891,268,.419,.363,.796,16.6,5.3,3.3,1.0,6.6,.071,-2.1,-0.1,2017,
47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,.333,,.833,2.6,0.9,0.9,0.1,0.0,.057,-1.1,0.0,2017,
48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,.407,.340,.672,10.8,2.5,1.3,0.7,1.1,.032,-3.1,-0.5,2017,
49,DEN,Vlatko Čančar,,4,130,1391,461,219,114,.479,.361,.847,10.7,3.5,1.7,0.9,2.5,.087,-2.1,0.0,2017,
50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,,2017,
51,DEN,Monte Morris,Iowa State,7,375,9237,3747,922,1437,.477,.391,.824,24.6,10.0,2.5,3.8,23.9,.124,0.4,5.6,2017,
52,NOP,Edmond Sumner,Xavier,5,161,2256,997,244,182,.470,.341,.811,14.0,6.2,1.5,1.1,3.2,.069,-3.0,-0.6,2017,
53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,.435,.349,.757,13.6,5.5,1.5,2.3,1.0,.075,-1.2,0.1,2017,
54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,.378,.310,.800,11.3,4.1,1.9,0.6,0.3,.055,-2.8,0.0,2017,
55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,.313,.286,1.000,5.0,1.4,0.6,0.6,0.0,.017,-3.9,0.0,2017,
56,BOS,Jabari Bird,California,1,13,115,39,19,8,.577,.429,.462,8.8,3.0,1.5,0.6,0.2,.098,-3.1,0.0,2017,
57,BRK,Sasha Vezenkov,,1,42,511,225,96,19,.440,.375,.800,12.2,5.4,2.3,0.5,1.0,.098,-0.9,0.1,2017,
58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,,2017,
59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,.443,.256,.769,16.3,4.2,3.6,0.5,0.3,.030,-3.8,-0.2,2017,
60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,,2017,
1,PHO,Deandre Ayton,Arizona,6,358,11066,5966,3761,585,.592,.244,.761,30.9,16.7,10.5,1.6,34.8,.151,1.0,8.3,2018,
2,SAC,Marvin Bagley III,Duke,6,258,6209,3343,1805,242,.518,.296,.692,24.1,13.0,7.0,0.9,12.0,.093,-1.6,0.6,2018,
3,ATL,Luka Dončić,,6,400,13943,11470,3472,3317,.470,.347,.747,34.9,28.7,8.7,8.3,51.2,.176,7.8,34.3,2018,
4,MEM,Jaren Jackson Jr.,Michigan State,6,333,9432,5877,1841,454,.460,.345,.795,28.3,17.6,5.5,1.4,22.4,.114,0.6,6.3,2018,
5,DAL,Trae Young,Oklahoma,6,407,13883,10379,1451,3868,.436,.355,.873,34.1,25.5,3.6,9.5,37.6,.130,3.0,17.5,2018,
6,ORL,Mo Bamba,Texas,6,332,5702,2323,1835,288,.478,.361,.681,17.2,7.0,5.5,0.9,14.6,.123,0.1,3.0,2018,
7,CHI,Wendell Carter Jr.,Duke,6,315,8689,3947,2681,631,.517,.334,.727,27.6,12.5,8.5,2.0,22.5,.124,-0.1,4.2,2018,
8,CLE,Collin Sexton,Alabama,6,344,10399,6499,973,1241,.469,.383,.834,30.2,18.9,2.8,3.6,13.4,.062,-1.5,1.3,2018,
9,NYK,Kevin Knox,Kentucky,6,306,5522,2276,876,228,.392,.341,.723,18.0,7.4,2.9,0.7,0.7,.006,-4.5,-3.5,2018,
10,PHI,Mikal Bridges,Villanova,6,474,15478,6760,1948,1211,.480,.375,.846,32.7,14.3,4.1,2.6,36.3,.113,0.9,11.4,2018,
11,CHO,Shai Gilgeous-Alexander,Kentucky,6,386,12693,8810,1832,1876,.496,.349,.852,32.9,22.8,4.7,4.9,43.6,.165,4.3,20.2,2018,
12,LAC,Miles Bridges,Michigan State,5,360,11041,5342,2146,887,.470,.347,.813,30.7,14.8,6.0,2.5,18.2,.079,-0.4,4.4,2018,
13,LAC,Jerome Robinson,Boston College,4,135,1685,545,214,136,.361,.297,.711,12.5,4.0,1.6,1.0,-0.2,-.004,-4.8,-1.2,2018,
14,DEN,Michael Porter Jr.,Missouri,5,268,7443,4199,1669,320,.499,.410,.807,27.8,15.7,6.2,1.2,20.1,.130,0.9,5.5,2018,
15,WAS,Troy Brown Jr.,Oregon,6,356,6778,2196,1288,508,.423,.351,.783,19.0,6.2,3.6,1.4,8.6,.061,-1.8,0.4,2018,
16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,.378,.316,.667,11.0,3.7,1.2,0.9,0.0,.011,-6.1,-0.1,2018,
17,MIL,Donte DiVincenzo,Villanova,6,354,9004,3746,1555,974,.428,.376,.771,25.4,10.6,4.4,2.8,20.0,.107,1.0,6.7,2018,
18,SAS,Lonnie Walker IV,Miami (FL),6,322,6548,3171,728,468,.422,.356,.795,20.3,9.8,2.3,1.5,4.6,.033,-2.5,-0.9,2018,
19,ATL,Kevin Huerter,Maryland,6,413,11887,4920,1433,1258,.444,.382,.766,28.8,11.9,3.5,3.0,17.2,.070,-0.8,3.5,2018,
20,MIN,Josh Okogie,Georgia Tech,6,376,7327,2358,1117,447,.402,.293,.748,19.5,6.3,3.0,1.2,10.3,.067,-2.1,-0.2,2018,
21,UTA,Grayson Allen,Duke,6,339,8683,3570,1022,675,.452,.412,.866,25.6,10.5,3.0,2.0,20.0,.111,0.0,4.5,2018,
22,CHI,Chandler Hutchison,Boise State,4,103,1790,558,376,79,.442,.309,.643,17.4,5.4,3.7,0.8,1.1,.030,-3.9,-0.9,2018,
23,IND,Aaron Holiday,UCLA,6,386,6574,2557,631,817,.419,.380,.854,17.0,6.6,1.6,2.1,8.1,.059,-2.1,-0.2,2018,
24,POR,Anfernee Simons,,6,319,8128,4489,784,928,.432,.386,.873,25.5,14.1,2.5,2.9,8.6,.051,-1.5,1.1,2018,
25,LAL,Moritz Wagner,Michigan,6,333,5487,2942,1288,397,.521,.320,.820,16.5,8.8,3.9,1.2,14.9,.130,-0.1,2.6,2018,
26,PHI,Landry Shamet,Wichita State,6,348,7627,3027,601,570,.408,.384,.840,21.9,8.7,1.7,1.6,12.1,.076,-2.0,0.0,2018,
27,BOS,Robert Williams,Texas A&M,6,215,4403,1575,1485,304,.729,.000,.660,20.5,7.3,6.9,1.4,22.6,.246,4.8,7.5,2018,
28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,.337,.315,.833,10.5,2.8,1.1,0.9,-0.6,-.047,-7.4,-0.8,2018,
29,BRK,Džanan Musa,,2,49,526,211,91,45,.376,.227,.726,10.7,4.3,1.9,0.9,0.0,.003,-4.6,-0.4,2018,
30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,.417,.366,.766,17.8,6.8,4.3,1.0,2.4,.068,-1.5,0.2,2018,
31,PHO,Elie Okobo,,2,108,1677,523,188,242,.395,.315,.737,15.5,4.8,1.7,2.2,0.5,.014,-4.1,-0.9,2018,
32,MEM,Jevon Carter,West Virginia,6,376,5958,1992,648,611,.396,.383,.798,15.8,5.3,1.7,1.6,8.2,.066,-1.4,0.8,2018,
33,DAL,Jalen Brunson,Villanova,6,422,11939,7131,1362,1974,.489,.391,.824,28.3,16.9,3.2,4.7,37.2,.150,2.1,12.4,2018,
34,ATL,Devonte' Graham,Kansas,6,336,8359,3733,758,1448,.371,.354,.812,24.9,11.1,2.3,4.3,12.7,.073,-0.5,3.2,2018,
35,ORL,Melvin Frazier,Tulane,3,32,290,87,28,5,.340,.209,.533,9.1,2.7,0.9,0.2,-0.4,-.062,-10.0,-0.6,2018,
36,NYK,Mitchell Robinson,,6,320,7832,2549,2538,199,.701,,.518,24.5,8.0,7.9,0.6,33.9,.207,2.1,8.1,2018,
37,SAC,Gary Trent Jr.,Duke,6,341,9805,4874,815,512,.422,.386,.819,28.8,14.3,2.4,1.5,15.8,.077,-1.0,2.4,2018,
38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,.388,.316,.750,10.5,4.1,1.0,0.9,0.5,.058,-2.7,-0.1,2018,
39,PHI,Isaac Bonga,,4,143,1871,439,320,118,.432,.300,.759,13.1,3.1,2.2,0.8,1.7,.044,-3.6,-0.7,2018,
40,BRK,Rodions Kurucs,,3,131,2103,780,406,113,.444,.329,.739,16.1,6.0,3.1,0.9,2.3,.052,-2.8,-0.4,2018,
41,ORL,Jarred Vanderbilt,Kentucky,6,273,5594,1661,1744,395,.568,.290,.645,20.5,6.1,6.4,1.4,15.4,.132,0.2,3.0,2018,
42,DET,Bruce Brown,Miami (FL),6,416,10454,3705,1765,1033,.481,.337,.764,25.1,8.9,4.2,2.5,19.3,.088,-1.3,1.9,2018,
43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,,2018,
44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,,2018,
45,BRK,Hamidou Diallo,Kentucky,6,265,4918,2272,1009,283,.495,.274,.623,18.6,8.6,3.8,1.1,6.2,.060,-2.1,-0.1,2018,
46,HOU,De'Anthony Melton,USC,6,350,8026,3169,1296,971,.410,.369,.782,22.9,9.1,3.7,2.8,14.1,.084,0.6,5.3,2018,
47,LAL,Svi Mykhailiuk,Kansas,6,293,4626,1835,499,386,.404,.363,.760,15.8,6.3,1.7,1.3,4.2,.044,-2.4,-0.4,2018,
48,MIN,Keita Bates-Diop,Ohio State,6,283,4566,1697,848,241,.474,.333,.751,16.1,6.0,3.0,0.9,7.4,.078,-1.6,0.5,2018,
49,SAS,Chimezie Metu,USC,6,260,3565,1522,908,197,.495,.298,.787,13.7,5.9,3.5,0.8,5.7,.076,-1.6,0.3,2018,
50,IND,Alize Johnson,Missouri State,5,76,568,189,228,32,.481,.227,.711,7.5,2.5,3.0,0.4,1.3,.108,-2.4,-0.1,2018,
51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,,2018,
52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,.250,.250,,8.0,1.5,1.0,0.0,0.0,-.014,-6.4,0.0,2018,
53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,.200,.235,.500,7.4,1.8,0.6,1.2,-0.2,-.116,-6.7,-0.1,2018,
54,DAL,Shake Milton,SMU,6,302,5861,2584,679,754,.451,.358,.827,19.4,8.6,2.2,2.5,10.4,.085,-2.0,0.0,2018,
55,CHO,Arnoldas Kulboka,,1,2,5,0,0,0,.000,.000,,2.5,0.0,0.0,0.0,0.0,-.217,-21.8,0.0,2018,
56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,.529,.000,.286,10.4,3.6,3.3,0.3,0.1,.024,-6.2,-0.2,2018,
57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,.259,.150,,5.2,1.7,1.2,0.5,-0.1,-.085,-5.1,0.0,2018,
58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,.538,.429,.500,3.3,1.6,0.4,0.5,0.1,.162,1.2,0.0,2018,
59,PHO,George King,Colorado,2,5,25,1,6,0,.000,.000,.500,5.0,0.2,1.2,0.0,-0.1,-.225,-17.2,-0.1,2018,
60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,.375,,.474,4.0,1.0,1.0,0.1,-0.2,-.098,-9.9,-0.2,2018,
1,NOP,Zion Williamson,Duke,4,184,5857,4542,1199,761,.592,.341,.695,31.8,24.7,6.5,4.1,21.7,.178,4.6,9.8,2019,
2,MEM,Ja Morant,Murray State,5,257,8282,5783,1243,1903,.472,.318,.755,32.2,22.5,4.8,7.4,20.5,.119,2.8,10.1,2019,
3,NYK,RJ Barrett,Duke,5,329,10945,6070,1784,962,.435,.346,.710,33.3,18.4,5.4,2.9,10.9,.048,-2.1,-0.4,2019,
4,LAL,De'Andre Hunter,Virginia,5,263,8080,3751,1078,405,.447,.363,.811,30.7,14.3,4.1,1.5,7.6,.045,-3.2,-2.5,2019,
5,CLE,Darius Garland,Vanderbilt,5,307,10392,5660,801,2052,.448,.384,.864,33.9,18.4,2.6,6.7,16.5,.076,-0.3,4.3,2019,
6,PHO,Jarrett Culver,Texas Tech,4,144,2480,934,402,173,.401,.276,.509,17.2,6.5,2.8,1.2,-0.1,-.001,-4.5,-1.6,2019,
7,CHI,Coby White,UNC,5,348,10116,4896,1266,1288,.427,.369,.848,29.1,14.1,3.6,3.7,13.5,.064,-1.7,0.8,2019,
8,ATL,Jaxson Hayes,Texas,5,311,4929,2111,1174,201,.636,.268,.707,15.8,6.8,3.8,0.6,16.4,.160,-0.4,2.0,2019,
9,WAS,Rui Hachimura,Gonzaga,5,278,7476,3543,1343,356,.493,.371,.763,26.9,12.7,4.8,1.3,11.3,.072,-2.2,-0.4,2019,
10,ATL,Cam Reddish,Duke,5,221,5287,2046,612,275,.398,.324,.833,23.9,9.3,2.8,1.2,2.6,.023,-3.2,-1.6,2019,
11,MIN,Cameron Johnson,UNC,5,283,7220,3325,1095,470,.447,.392,.830,25.5,11.7,3.9,1.7,17.7,.118,1.2,5.9,2019,
12,CHO,P.J. Washington,Kentucky,5,333,10082,4285,1840,747,.447,.354,.705,30.3,12.9,5.5,2.2,12.5,.059,-1.2,1.9,2019,
13,MIA,Tyler Herro,Kentucky,5,284,9038,5147,1403,1036,.440,.385,.872,31.8,18.1,4.9,3.6,12.5,.067,-0.1,4.5,2019,
14,BOS,Romeo Langford,Indiana,4,141,2268,650,298,97,.430,.288,.659,16.1,4.6,2.1,0.7,2.0,.043,-3.4,-0.8,2019,
15,DET,Sekou Doumbouya,,3,96,1639,542,267,66,.388,.256,.693,17.1,5.6,2.8,0.7,-0.4,-.013,-6.5,-1.8,2019,
16,ORL,Chuma Okeke,Auburn,4,189,3832,1189,704,276,.383,.318,.789,20.3,6.3,3.7,1.5,4.4,.055,-1.1,0.9,2019,
17,BRK,Nickeil Alexander-Walker,Virginia Tech,5,299,5869,2485,683,659,.407,.354,.730,19.6,8.3,2.3,2.2,6.0,.049,-1.5,0.8,2019,
18,IND,Goga Bitadze,,5,249,3175,1230,856,233,.515,.245,.672,12.8,4.9,3.4,0.9,9.1,.137,0.0,1.6,2019,
19,SAS,Luka Šamanić,,4,86,921,384,210,55,.411,.247,.706,10.7,4.5,2.4,0.6,0.0,.001,-5.6,-0.8,2019,
20,BOS,Matisse Thybulle,Washington,5,332,6957,1586,658,360,.435,.338,.679,21.0,4.8,2.0,1.1,13.2,.091,0.7,4.7,2019,
21,OKC,Brandon Clarke,Gonzaga,5,243,5185,2602,1357,343,.603,.286,.697,21.3,10.7,5.6,1.4,20.2,.187,2.8,6.2,2019,
22,BOS,Grant Williams,Tennessee,5,364,8231,2558,1311,515,.453,.377,.768,22.6,7.0,3.6,1.4,14.8,.086,-1.9,0.3,2019,
23,UTA,Darius Bazley,,5,237,5536,2113,1244,282,.414,.309,.677,23.4,8.9,5.2,1.2,3.1,.027,-2.4,-0.6,2019,
24,PHI,Ty Jerome,Virginia,5,159,2748,1108,294,411,.421,.352,.826,17.3,7.0,1.8,2.6,3.9,.069,-1.6,0.3,2019,
25,POR,Nassir Little,UNC,5,237,3735,1313,688,170,.452,.330,.735,15.8,5.5,2.9,0.7,4.7,.061,-2.6,-0.5,2019,
26,CLE,Dylan Windler,Belmont,4,101,1090,319,212,78,.425,.347,.800,10.8,3.2,2.1,0.8,1.6,.072,-1.4,0.2,2019,
27,BRK,Mfiondu Kabengele,Florida State,3,55,380,143,81,19,.383,.301,.852,6.9,2.6,1.5,0.3,0.4,.055,-3.6,-0.2,2019,
28,GSW,Jordan Poole,Michigan,5,344,9349,5551,907,1249,.419,.336,.878,27.2,16.1,2.6,3.6,9.3,.048,-2.2,-0.4,2019,
29,SAS,Keldon Johnson,Kentucky,5,293,8762,4782,1621,672,.465,.358,.760,29.9,16.3,5.5,2.3,13.5,.074,-1.3,1.6,2019,
30,MIL,Kevin Porter Jr.,USC,4,196,5928,3008,842,987,.431,.357,.725,30.2,15.3,4.3,5.0,4.0,.032,-1.6,0.7,2019,
31,BRK,Nic Claxton,Georgia,5,241,6142,2490,1882,378,.661,.158,.544,25.5,10.3,7.8,1.6,21.8,.170,1.6,5.6,2019,
32,PHO,KZ Okpala,Stanford,4,98,965,222,148,47,.409,.286,.667,9.8,2.3,1.5,0.5,1.0,.050,-4.7,-0.7,2019,
33,PHI,Carsen Edwards,Purdue,3,72,706,267,79,52,.364,.297,.758,9.8,3.7,1.1,0.7,0.3,.019,-5.1,-0.5,2019,
34,PHI,Bruno Fernando,Maryland,5,203,2179,814,661,143,.544,.122,.650,10.7,4.0,3.3,0.7,3.6,.078,-3.1,-0.6,2019,
35,ATL,Didi Louzada,,2,12,185,43,20,8,.326,.355,1.000,15.4,3.6,1.7,0.7,-0.1,-.034,-8.1,-0.3,2019,
36,CHO,Cody Martin,Nevada,5,206,4505,1235,737,475,.442,.317,.651,21.9,6.0,3.6,2.3,5.9,.063,-1.7,0.3,2019,
37,DAL,Deividas Sirvydis,,2,23,160,44,35,6,.300,.314,.500,7.0,1.9,1.5,0.3,-0.1,-.032,-5.9,-0.2,2019,
38,CHI,Daniel Gafford,Arkansas,5,321,6263,2796,1739,317,.711,.000,.668,19.5,8.7,5.4,1.0,25.2,.193,1.5,5.6,2019,
39,NOP,Alen Smailagić,,2,29,223,87,43,17,.463,.304,.720,7.7,3.0,1.5,0.6,0.3,.056,-3.3,-0.1,2019,
40,SAC,Justin James,Wyoming,2,72,542,228,62,40,.446,.343,.544,7.5,3.2,0.9,0.6,0.3,.024,-3.1,-0.2,2019,
41,GSW,Eric Paschall,Villanova,3,158,3086,1552,509,214,.494,.326,.758,19.5,9.8,3.2,1.4,5.0,.078,-2.2,-0.1,2019,
42,PHI,Admiral Schofield,Tennessee,4,131,1372,426,215,78,.417,.326,.782,10.5,3.3,1.6,0.6,1.2,.043,-4.6,-0.9,2019,
43,MIN,Jaylen Nowell,Washington,5,197,3351,1748,425,362,.446,.317,.798,17.0,8.9,2.2,1.8,4.9,.070,-1.9,0.1,2019,
44,MIA,Bol Bol,Oregon,5,166,2302,999,605,104,.550,.327,.745,13.9,6.0,3.6,0.6,4.1,.086,-0.6,0.8,2019,
45,DET,Isaiah Roby,Nebraska,4,151,2858,1159,667,216,.485,.351,.675,18.9,7.7,4.4,1.4,4.0,.068,-2.3,-0.2,2019,
46,ORL,Talen Horton-Tucker,Iowa State,5,247,5218,2430,700,769,.423,.293,.778,21.1,9.8,2.8,3.1,4.9,.045,-1.9,0.1,2019,
47,SAC,Ignas Brazdeikis,Michigan,3,64,838,318,122,58,.416,.315,.686,13.1,5.0,1.9,0.9,0.4,.024,-4.9,-0.6,2019,
48,LAC,Terance Mann,Florida State,5,345,7687,2814,1252,669,.503,.373,.793,22.3,8.2,3.6,1.9,18.5,.115,-0.7,2.5,2019,
49,SAS,Quinndary Weatherspoon,Mississippi State,3,42,272,88,32,24,.452,.188,.826,6.5,2.1,0.8,0.6,0.2,.030,-5.5,-0.2,2019,
50,IND,Jarrell Brantley,College of Charleston,3,41,273,110,53,29,.457,.380,.833,6.7,2.7,1.3,0.7,0.6,.108,0.0,0.1,2019,
51,BOS,Tremont Waters,LSU,3,40,407,149,37,85,.354,.296,.960,10.2,3.7,0.9,2.1,0.1,.012,-3.0,-0.1,2019,
52,CHO,Jalen McDaniels,San Diego State,5,248,4543,1699,829,291,.449,.322,.777,18.3,6.9,3.3,1.2,5.3,.056,-3.3,-1.5,2019,
53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,.350,.200,.750,11.3,4.8,1.3,1.8,0.0,-.008,-9.0,-0.1,2019,
54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,.250,.333,.750,7.0,2.8,1.8,0.3,-0.1,-.130,-13.0,-0.1,2019,
55,NYK,Kyle Guy,Virginia,3,53,431,165,53,50,.361,.303,.750,8.1,3.1,1.0,0.9,0.1,.006,-4.9,-0.3,2019,
56,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,,2019,
57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,.378,.286,,10.4,2.8,1.2,1.1,0.1,.010,-5.9,-0.2,2019,
58,GSW,Miye Oni,Yale,3,80,672,145,108,37,.350,.330,.750,8.4,1.8,1.4,0.5,1.0,.070,-2.5,-0.1,2019,
59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,.357,.500,.600,4.7,2.3,2.3,0.5,0.0,.043,-9.6,-0.1,2019,
60,SAC,Vanja Marinković,,,,,,,,,,,,,,,,,,,2019,
1,MIN,Anthony Edwards,Georgia,4,302,10392,6920,1567,1241,.446,.353,.793,34.4,22.9,5.2,4.1,16.5,.076,0.9,7.7,2020,
2,GSW,James Wiseman,Memphis,3,147,2794,1344,829,110,.560,.267,.681,19.0,9.1,5.6,0.7,4.3,.073,-3.9,-1.4,2020,
3,CHO,LaMelo Ball,,4,184,5870,3675,1147,1364,.427,.374,.834,31.9,20.0,6.2,7.4,11.6,.095,2.8,7.1,2020,
4,CHI,Patrick Williams,Florida State,4,213,5902,2070,889,280,.469,.410,.780,27.7,9.7,4.2,1.3,8.0,.065,-1.9,0.2,2020,
5,CLE,Isaac Okoro,Auburn,4,279,7693,2371,800,468,.467,.347,.732,27.6,8.5,2.9,1.7,13.5,.084,-2.2,-0.4,2020,
6,ATL,Onyeka Okongwu,USC,4,233,4847,1972,1398,226,.640,.318,.754,20.8,8.5,6.0,1.0,17.7,.175,0.2,2.7,2020,
7,DET,Killian Hayes,,4,210,5479,1704,619,1090,.382,.277,.775,26.1,8.1,2.9,5.2,-0.5,-.004,-3.9,-2.7,2020,
8,NYK,Obi Toppin,Dayton,4,283,4693,2241,913,300,.520,.351,.768,16.6,7.9,3.2,1.1,12.3,.126,0.9,3.4,2020,
9,WAS,Deni Avdija,,4,287,7518,2826,1714,727,.457,.327,.737,26.2,9.8,6.0,2.5,9.1,.058,-1.9,0.3,2020,
10,PHO,Jalen Smith,Maryland,4,207,3406,1766,1075,157,.517,.335,.740,16.5,8.5,5.2,0.8,9.1,.128,-0.4,1.3,2020,
11,SAS,Devin Vassell,Florida State,4,239,6419,3239,889,605,.444,.369,.809,26.9,13.6,3.7,2.5,9.7,.072,-0.3,2.7,2020,
12,SAC,Tyrese Haliburton,Iowa State,4,260,8547,4483,960,2274,.478,.393,.856,32.9,17.2,3.7,8.7,27.2,.153,4.5,14.0,2020,
13,NOP,Kira Lewis Jr.,Alabama,4,131,1745,687,169,233,.397,.294,.848,13.3,5.2,1.3,1.8,1.3,.036,-3.5,-0.6,2020,
14,BOS,Aaron Nesmith,Vanderbilt,4,243,5054,2029,768,251,.452,.374,.808,20.8,8.3,3.2,1.0,7.6,.072,-2.2,-0.2,2020,
15,ORL,Cole Anthony,UNC,4,253,6701,3385,1168,1032,.418,.343,.851,26.5,13.4,4.6,4.1,8.9,.064,-0.7,2.2,2020,
16,POR,Isaiah Stewart,Washington,4,235,6108,2196,1778,284,.498,.348,.727,26.0,9.3,7.6,1.2,11.1,.087,-2.2,-0.4,2020,
17,MIN,Aleksej Pokusevski,,4,168,3429,1253,778,327,.391,.304,.702,20.4,7.5,4.6,1.9,-0.2,-.002,-3.1,-1.0,2020,
18,DAL,Josh Green,Arizona,4,223,4528,1435,605,340,.503,.375,.689,20.3,6.4,2.7,1.5,7.7,.082,-2.3,-0.4,2020,
19,BRK,Saddiq Bey,Villanova,4,292,8804,4103,1532,538,.408,.352,.842,30.2,14.1,5.2,1.8,14.6,.079,-0.7,2.9,2020,
20,MIA,Precious Achiuwa,Memphis,4,263,5226,2041,1496,258,.481,.307,.608,19.9,7.8,5.7,1.0,9.5,.087,-2.4,-0.5,2020,
21,PHI,Tyrese Maxey,Kentucky,4,266,8227,4833,778,1086,.468,.396,.862,30.9,18.2,2.9,4.1,22.7,.132,1.2,6.6,2020,
22,DEN,Zeke Nnaji,Arizona,4,194,2399,869,476,77,.512,.370,.662,12.4,4.5,2.5,0.4,5.4,.109,-2.9,-0.6,2020,
23,NYK,Leandro Bolmaro,,2,49,309,56,50,28,.270,.227,.846,6.3,1.1,1.0,0.6,-0.3,-.048,-7.8,-0.5,2020,
